Trial,Bandit,Reward,Algorithm
304,3.0,3.188439241333418,ThompsonSampling
305,3.0,3.6071556913690124,ThompsonSampling
306,3.0,3.7288647440571356,ThompsonSampling
307,3.0,4.800486639535576,ThompsonSampling
308,3.0,2.7082679573975583,ThompsonSampling
309,3.0,4.970120464301606,ThompsonSampling
310,3.0,3.483328568787103,ThompsonSampling
311,3.0,3.437970350206755,ThompsonSampling
312,3.0,2.1799350518972673,ThompsonSampling
313,3.0,2.584365653148505,ThompsonSampling
314,3.0,5.408114959513161,ThompsonSampling
315,3.0,5.315553450282772,ThompsonSampling
316,3.0,4.727529379845238,ThompsonSampling
317,3.0,3.4624199518872256,ThompsonSampling
318,3.0,5.269016986381139,ThompsonSampling
319,3.0,2.8873442577470247,ThompsonSampling
320,3.0,4.403392655877434,ThompsonSampling
321,3.0,3.3214283328400285,ThompsonSampling
322,3.0,3.295035178847187,ThompsonSampling
323,3.0,3.4177277254105802,ThompsonSampling
324,3.0,4.777182222468557,ThompsonSampling
325,3.0,4.208573934759126,ThompsonSampling
326,3.0,3.6351047000146206,ThompsonSampling
327,3.0,6.377932215120869,ThompsonSampling
328,3.0,3.1446546867939538,ThompsonSampling
329,3.0,3.7121086146817683,ThompsonSampling
330,3.0,3.5225808037056567,ThompsonSampling
331,3.0,4.049635410741018,ThompsonSampling
332,3.0,2.3217015027225703,ThompsonSampling
333,3.0,2.8476754077525914,ThompsonSampling
334,3.0,4.460486086509771,ThompsonSampling
335,3.0,5.511786845344447,ThompsonSampling
336,3.0,2.8851408960102987,ThompsonSampling
337,3.0,5.335393468974828,ThompsonSampling
338,3.0,2.326263290964989,ThompsonSampling
339,3.0,3.118261943456177,ThompsonSampling
340,3.0,4.932425584858605,ThompsonSampling
341,3.0,3.878548718836614,ThompsonSampling
342,3.0,2.8112427434393066,ThompsonSampling
343,3.0,4.649028001383782,ThompsonSampling
344,3.0,3.734462297439063,ThompsonSampling
345,3.0,4.074562732504241,ThompsonSampling
346,3.0,4.522237216337555,ThompsonSampling
347,3.0,4.460176715825071,ThompsonSampling
348,3.0,3.270832335450741,ThompsonSampling
349,3.0,2.942228150427993,ThompsonSampling
350,3.0,3.0047147060966233,ThompsonSampling
351,3.0,5.151053055311294,ThompsonSampling
352,3.0,2.6301167444300915,ThompsonSampling
353,3.0,4.438521483796814,ThompsonSampling
354,3.0,5.1415239005245565,ThompsonSampling
355,3.0,4.761870714189633,ThompsonSampling
356,3.0,3.071403646338405,ThompsonSampling
357,3.0,3.236027811874948,ThompsonSampling
358,3.0,4.3811664381858195,ThompsonSampling
359,3.0,3.2278511115348496,ThompsonSampling
360,3.0,5.6656423790941774,ThompsonSampling
361,3.0,5.108190619150223,ThompsonSampling
362,3.0,3.535888507024083,ThompsonSampling
363,3.0,4.112495065817505,ThompsonSampling
364,3.0,5.189743022252443,ThompsonSampling
365,3.0,5.0874774236024365,ThompsonSampling
366,3.0,3.5113698584884263,ThompsonSampling
367,3.0,2.8975400264004527,ThompsonSampling
368,3.0,4.864516398948873,ThompsonSampling
369,3.0,3.503334830207486,ThompsonSampling
370,3.0,4.3113529702408755,ThompsonSampling
371,3.0,4.398764838255854,ThompsonSampling
372,3.0,4.544026834265459,ThompsonSampling
373,3.0,3.2382942292067733,ThompsonSampling
374,3.0,3.0443106348137676,ThompsonSampling
375,3.0,2.857875194476031,ThompsonSampling
376,3.0,3.085510663532819,ThompsonSampling
377,3.0,2.953956154035858,ThompsonSampling
378,3.0,3.731490680354109,ThompsonSampling
379,3.0,4.055020906703917,ThompsonSampling
380,3.0,2.210820984822322,ThompsonSampling
381,3.0,3.766186870853504,ThompsonSampling
382,3.0,2.1726861696695314,ThompsonSampling
383,3.0,3.95815125117311,ThompsonSampling
384,3.0,3.778205566374094,ThompsonSampling
385,3.0,3.2318507412680906,ThompsonSampling
386,3.0,3.5120119259519793,ThompsonSampling
387,3.0,3.63481912579935,ThompsonSampling
388,3.0,4.708195976553261,ThompsonSampling
389,3.0,3.7482108808204235,ThompsonSampling
390,3.0,3.5196846469861276,ThompsonSampling
391,3.0,4.679165432715955,ThompsonSampling
392,3.0,4.706626306288795,ThompsonSampling
393,3.0,4.1386516756731275,ThompsonSampling
394,3.0,5.639546160997665,ThompsonSampling
395,3.0,3.369134014875212,ThompsonSampling
396,3.0,3.6030910901136064,ThompsonSampling
397,3.0,4.769992780403066,ThompsonSampling
398,3.0,4.58416969462127,ThompsonSampling
399,3.0,3.8675066056822818,ThompsonSampling
400,3.0,4.015240782195445,ThompsonSampling
401,3.0,5.799068491836233,ThompsonSampling
402,3.0,4.246664680828917,ThompsonSampling
403,3.0,4.724781777364071,ThompsonSampling
404,3.0,3.2043053216977047,ThompsonSampling
405,3.0,3.0994467068085525,ThompsonSampling
406,3.0,2.1689424258297523,ThompsonSampling
407,3.0,4.3727336694094125,ThompsonSampling
408,3.0,3.7756296696436027,ThompsonSampling
409,3.0,2.7236172399144025,ThompsonSampling
410,3.0,2.6851392422552856,ThompsonSampling
411,3.0,3.748318378193922,ThompsonSampling
412,3.0,4.04897539483208,ThompsonSampling
413,3.0,4.977629407827678,ThompsonSampling
414,3.0,5.995760489395133,ThompsonSampling
415,3.0,3.878013543305459,ThompsonSampling
416,3.0,4.561949833498579,ThompsonSampling
417,3.0,3.9885767566237837,ThompsonSampling
418,3.0,4.90795671493926,ThompsonSampling
419,3.0,3.8157797576635564,ThompsonSampling
420,3.0,2.8714578605368906,ThompsonSampling
421,3.0,3.876449965025759,ThompsonSampling
422,3.0,4.777317144525304,ThompsonSampling
423,3.0,2.4851804006112017,ThompsonSampling
424,3.0,4.640511761962645,ThompsonSampling
425,3.0,3.381686039476612,ThompsonSampling
426,3.0,3.493846390563961,ThompsonSampling
427,3.0,4.702556593229885,ThompsonSampling
428,3.0,3.991775583011182,ThompsonSampling
429,3.0,2.065314776851965,ThompsonSampling
430,3.0,3.899040228085545,ThompsonSampling
431,3.0,4.167267940770804,ThompsonSampling
432,3.0,3.3925285789746313,ThompsonSampling
433,3.0,4.125789811699622,ThompsonSampling
434,3.0,4.796568765065379,ThompsonSampling
435,3.0,3.5943947919546875,ThompsonSampling
436,3.0,3.7002732440620325,ThompsonSampling
437,3.0,3.638621178045739,ThompsonSampling
438,3.0,4.83753539724325,ThompsonSampling
439,3.0,2.263289054277582,ThompsonSampling
440,3.0,3.4477025204330554,ThompsonSampling
441,3.0,3.017300712489053,ThompsonSampling
442,3.0,3.805239762652167,ThompsonSampling
443,3.0,4.7363913334480525,ThompsonSampling
444,3.0,4.125550509687947,ThompsonSampling
445,3.0,4.871285695926835,ThompsonSampling
446,3.0,4.236360950630238,ThompsonSampling
447,3.0,2.866895327524548,ThompsonSampling
448,3.0,3.0007932251989136,ThompsonSampling
449,3.0,4.529160069256431,ThompsonSampling
450,3.0,4.533388875864382,ThompsonSampling
451,3.0,2.1596281312663397,ThompsonSampling
452,3.0,3.5194917765260754,ThompsonSampling
453,3.0,3.220973462106464,ThompsonSampling
454,3.0,3.2906367047966407,ThompsonSampling
455,3.0,3.9108532028082,ThompsonSampling
456,3.0,3.8361139065421725,ThompsonSampling
457,3.0,4.386178691443015,ThompsonSampling
458,3.0,2.259243675355969,ThompsonSampling
459,3.0,4.0241567785399806,ThompsonSampling
460,3.0,4.6013441606942544,ThompsonSampling
461,3.0,3.5177526145159663,ThompsonSampling
462,3.0,2.980656528560411,ThompsonSampling
463,3.0,2.6877429166409055,ThompsonSampling
464,3.0,4.151996447011643,ThompsonSampling
465,3.0,4.7509954785338016,ThompsonSampling
466,3.0,3.0143122225370895,ThompsonSampling
467,3.0,5.0922183337409574,ThompsonSampling
468,3.0,3.3017996954053244,ThompsonSampling
469,3.0,3.6937202441729315,ThompsonSampling
470,3.0,4.54540465207498,ThompsonSampling
471,3.0,2.7885922593221295,ThompsonSampling
472,3.0,3.1461403055608406,ThompsonSampling
473,3.0,5.700022658144053,ThompsonSampling
474,3.0,4.232562482199707,ThompsonSampling
475,3.0,3.3043766251541093,ThompsonSampling
476,3.0,5.096332399237085,ThompsonSampling
477,3.0,5.242703533598811,ThompsonSampling
478,3.0,3.523006252128421,ThompsonSampling
479,3.0,4.376240413789567,ThompsonSampling
480,3.0,2.7325487852145627,ThompsonSampling
481,3.0,3.6200102624214114,ThompsonSampling
482,3.0,4.029210444615114,ThompsonSampling
483,3.0,4.469817728574248,ThompsonSampling
484,3.0,2.8856376827121526,ThompsonSampling
485,3.0,4.9197799052490225,ThompsonSampling
486,3.0,2.884040153656399,ThompsonSampling
487,3.0,4.041805413819416,ThompsonSampling
488,3.0,5.248787448453093,ThompsonSampling
489,3.0,4.590562702306178,ThompsonSampling
490,3.0,3.5284850187627677,ThompsonSampling
491,3.0,4.935191169187188,ThompsonSampling
492,3.0,4.761302075731791,ThompsonSampling
493,3.0,4.273468439676352,ThompsonSampling
494,3.0,2.801893174975813,ThompsonSampling
495,3.0,4.174567817645775,ThompsonSampling
496,3.0,6.130618246320406,ThompsonSampling
497,3.0,5.259286509327542,ThompsonSampling
498,3.0,3.98616017780013,ThompsonSampling
499,3.0,2.048097355517457,ThompsonSampling
500,3.0,3.8198841623140907,ThompsonSampling
501,3.0,3.554046355440655,ThompsonSampling
502,3.0,3.8693614504763216,ThompsonSampling
503,3.0,4.38605951324398,ThompsonSampling
504,3.0,2.633447370930983,ThompsonSampling
505,3.0,3.548906029792183,ThompsonSampling
506,3.0,4.4490913140094,ThompsonSampling
507,3.0,1.9773539794191421,ThompsonSampling
508,3.0,3.2235320972170634,ThompsonSampling
509,3.0,4.396360621854158,ThompsonSampling
510,3.0,4.814856581884974,ThompsonSampling
511,3.0,5.913580569979589,ThompsonSampling
512,3.0,3.804768859400551,ThompsonSampling
513,3.0,3.101811709212363,ThompsonSampling
514,3.0,4.82830925220117,ThompsonSampling
515,3.0,4.178646172301019,ThompsonSampling
516,3.0,3.7899830833887105,ThompsonSampling
517,3.0,1.9770128015400146,ThompsonSampling
518,3.0,2.948686284619107,ThompsonSampling
519,3.0,5.650538649230567,ThompsonSampling
520,3.0,4.3120414753683285,ThompsonSampling
521,3.0,5.572484181385956,ThompsonSampling
522,3.0,3.411690552521866,ThompsonSampling
523,3.0,4.239564114826099,ThompsonSampling
524,3.0,3.752078076811975,ThompsonSampling
525,3.0,6.898281102992749,ThompsonSampling
526,3.0,3.221131343764709,ThompsonSampling
527,3.0,4.38770969383613,ThompsonSampling
528,3.0,2.8888721521197294,ThompsonSampling
529,3.0,4.449988204597524,ThompsonSampling
530,3.0,4.0002321360943975,ThompsonSampling
531,3.0,5.318123209191171,ThompsonSampling
532,3.0,4.90795307610497,ThompsonSampling
533,3.0,3.054539128734713,ThompsonSampling
534,3.0,3.579578772237804,ThompsonSampling
535,3.0,3.6525020046307324,ThompsonSampling
536,3.0,4.213021547955123,ThompsonSampling
537,3.0,4.726621344107944,ThompsonSampling
538,3.0,4.56711191664138,ThompsonSampling
539,3.0,3.964373431237638,ThompsonSampling
540,3.0,4.4250030769556945,ThompsonSampling
541,3.0,5.625043596868497,ThompsonSampling
542,3.0,4.013338778716041,ThompsonSampling
543,3.0,5.454341269420471,ThompsonSampling
544,3.0,4.564621026858466,ThompsonSampling
545,3.0,4.429867475880894,ThompsonSampling
546,3.0,4.1880178028163915,ThompsonSampling
547,3.0,3.8206699368967048,ThompsonSampling
548,3.0,2.8396169157113293,ThompsonSampling
549,3.0,3.723680138562406,ThompsonSampling
550,3.0,3.0506548323038993,ThompsonSampling
551,3.0,3.5585010740533547,ThompsonSampling
552,3.0,3.7834813515163987,ThompsonSampling
553,3.0,3.0087353106419674,ThompsonSampling
554,3.0,4.135518501355481,ThompsonSampling
555,3.0,3.5440017360538163,ThompsonSampling
556,3.0,3.279175833825629,ThompsonSampling
557,3.0,4.258983915768319,ThompsonSampling
558,3.0,4.495169807810863,ThompsonSampling
559,3.0,4.295553284174208,ThompsonSampling
560,3.0,1.6916373997786898,ThompsonSampling
561,3.0,3.9464417142038424,ThompsonSampling
562,3.0,2.975022279117158,ThompsonSampling
563,3.0,3.5001664158327004,ThompsonSampling
564,3.0,6.321737490794298,ThompsonSampling
565,3.0,3.2412148063795123,ThompsonSampling
566,3.0,4.821620006502946,ThompsonSampling
567,3.0,5.5299057093565835,ThompsonSampling
568,3.0,4.7017682895288475,ThompsonSampling
569,3.0,4.718017045649435,ThompsonSampling
570,3.0,3.1727070379475935,ThompsonSampling
571,3.0,3.0976678839959364,ThompsonSampling
572,3.0,3.5275664866678142,ThompsonSampling
573,3.0,4.410020759886102,ThompsonSampling
574,3.0,4.707528998939544,ThompsonSampling
575,3.0,2.033415903657783,ThompsonSampling
576,3.0,4.368285799733603,ThompsonSampling
577,3.0,3.286272091155831,ThompsonSampling
578,3.0,3.5011669208203253,ThompsonSampling
579,3.0,4.029703840740056,ThompsonSampling
580,3.0,4.126988714775742,ThompsonSampling
581,3.0,4.115653752456669,ThompsonSampling
582,3.0,4.1404437521244555,ThompsonSampling
583,3.0,3.607327705973963,ThompsonSampling
584,3.0,5.028098658294917,ThompsonSampling
585,3.0,3.742319472798781,ThompsonSampling
586,3.0,2.1665036224222334,ThompsonSampling
587,3.0,5.195361524021627,ThompsonSampling
588,3.0,4.216604084821596,ThompsonSampling
589,3.0,3.643535189629137,ThompsonSampling
590,3.0,4.580860174517895,ThompsonSampling
591,3.0,4.180032344460451,ThompsonSampling
592,3.0,3.4300196340404616,ThompsonSampling
593,3.0,2.157745673577326,ThompsonSampling
594,3.0,3.599085133447625,ThompsonSampling
